,CustomerID,Recency,Frequency,MonetaryValue,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Label
1042,14034.0,21,92,512.02,3,1,1,5,At Risk
1043,14035.0,28,66,1428.02,3,1,1,5,At Risk
1044,14036.0,284,38,626.65,1,5,2,8,Loyal Customers
1045,14037.0,175,28,147.20000000000002,1,5,2,8,Loyal Customers
1046,14038.0,77,93,1554.48,1,3,1,5,At Risk
1047,14039.0,32,6,152.2,2,1,1,4,Lost Customers
1048,14040.0,40,240,3546.2400000000002,2,1,1,4,Lost Customers
1049,14041.0,265,21,141.41,1,5,2,8,Loyal Customers
1050,14044.0,26,209,652.82,3,1,1,5,At Risk
1051,14045.0,108,6,1659.75,1,4,2,7,Potential Loyalists
1052,14046.0,283,13,151.59,1,5,2,8,Loyal Customers
1053,14047.0,8,34,1290.01,4,1,1,6,Potential Loyalists
1054,14048.0,276,88,375.13,1,5,2,8,Loyal Customers
1055,14049.0,16,505,5639.15,3,1,1,5,At Risk
1056,14050.0,31,54,746.36,2,1,1,4,Lost Customers
1057,14051.0,0,215,15477.34,5,1,1,7,Potential Loyalists
1058,14052.0,19,56,225.36,3,1,1,5,At Risk
1059,14053.0,123,4,260.25,1,4,2,7,Potential Loyalists
1060,14054.0,64,6,92.46000000000001,1,2,1,4,Lost Customers
1061,14055.0,105,10,725.6400000000001,1,4,2,7,Potential Loyalists
1062,14056.0,0,1127,8125.24,5,1,1,7,Potential Loyalists
1063,14057.0,23,291,6147.4,3,1,1,5,At Risk
1064,14059.0,266,8,183.6,1,5,2,8,Loyal Customers
1065,14060.0,4,203,6135.38,5,1,1,7,Potential Loyalists
1066,14062.0,9,111,10464.85,4,1,1,6,Potential Loyalists
1067,14064.0,28,82,1188.32,3,1,1,5,At Risk
1068,14066.0,266,7,152.55,1,5,2,8,Loyal Customers
1069,14067.0,63,52,374.7,1,2,1,4,Lost Customers
1070,14068.0,319,24,265.85,1,5,3,9,Best Customers
1071,14071.0,3,331,1292.59,5,1,1,7,Potential Loyalists
1072,14073.0,20,14,139.54,3,1,1,5,At Risk
1073,14075.0,4,43,942.26,5,1,1,7,Potential Loyalists
1074,14076.0,128,46,122.47,1,4,2,7,Potential Loyalists
1075,14077.0,40,42,499.42,2,1,1,4,Lost Customers
1076,14078.0,101,65,1049.37,1,3,2,6,Potential Loyalists
1077,14079.0,124,12,375.1,1,4,2,7,Potential Loyalists
1078,14080.0,32,4,45.599999999999994,2,1,1,4,Lost Customers
1079,14081.0,266,156,904.67,1,5,2,8,Loyal Customers
1080,14082.0,364,29,182.25,1,5,3,9,Best Customers
1081,14083.0,3,181,1018.43,5,1,1,7,Potential Loyalists
1082,14085.0,1,451,4435.79,5,1,1,7,Potential Loyalists
1083,14087.0,2,70,181.67,5,1,1,7,Potential Loyalists
1084,14088.0,9,590,50415.49,4,1,1,6,Potential Loyalists
1085,14089.0,56,14,161.0,1,2,1,4,Lost Customers
1086,14090.0,324,1,76.32000000000001,1,5,3,9,Best Customers
1087,14092.0,7,217,4063.1,5,1,1,7,Potential Loyalists
1088,14093.0,11,105,442.85,4,1,1,6,Potential Loyalists
1089,14096.0,3,5095,53258.43,5,1,1,7,Potential Loyalists
1090,14098.0,36,21,147.35,2,1,1,4,Lost Customers
1091,14099.0,15,252,3092.9700000000003,3,1,1,5,At Risk
1092,14100.0,137,26,194.9,1,4,2,7,Potential Loyalists
1093,14101.0,73,35,5976.79,1,2,1,4,Lost Customers
1094,14102.0,4,84,1314.73,5,1,1,7,Potential Loyalists
1095,14104.0,154,21,216.21,1,5,2,8,Loyal Customers
1096,14105.0,84,76,1260.33,1,3,1,5,At Risk
1097,14107.0,51,124,2688.48,1,2,1,4,Lost Customers
1098,14108.0,30,35,594.16,3,1,1,5,At Risk
1099,14109.0,22,14,80.2,3,1,1,5,At Risk
1100,14110.0,3,157,5669.65,5,1,1,7,Potential Loyalists
1101,14111.0,13,11,688.6,4,1,1,6,Potential Loyalists
1102,14112.0,22,173,2774.17,3,1,1,5,At Risk
1103,14113.0,3,40,1377.92,5,1,1,7,Potential Loyalists
1104,14114.0,273,15,386.53,1,5,2,8,Loyal Customers
1105,14116.0,19,72,1382.74,3,1,1,5,At Risk
1106,14117.0,143,3,90.0,1,4,2,7,Potential Loyalists
1108,14121.0,3,161,2740.3,5,1,1,7,Potential Loyalists
1109,14124.0,83,5,419.58,1,3,1,5,At Risk
1110,14125.0,10,167,2740.43,4,1,1,6,Potential Loyalists
1111,14126.0,7,16,643.6300000000001,5,1,1,7,Potential Loyalists
1112,14127.0,122,44,709.71,1,4,2,7,Potential Loyalists
1113,14128.0,60,46,637.5,1,2,1,4,Lost Customers
1114,14129.0,1,52,1123.8600000000001,5,1,1,7,Potential Loyalists
1115,14130.0,318,67,483.86,1,5,3,9,Best Customers
1116,14132.0,1,201,3580.13,5,1,1,7,Potential Loyalists
1117,14133.0,129,30,590.34,1,4,2,7,Potential Loyalists
1118,14135.0,1,134,4690.31,5,1,1,7,Potential Loyalists
1119,14138.0,1,47,982.38,5,1,1,7,Potential Loyalists
1120,14139.0,45,26,415.82,2,2,1,5,At Risk
1121,14140.0,3,67,920.05,5,1,1,7,Potential Loyalists
1122,14141.0,2,46,879.0300000000001,5,1,1,7,Potential Loyalists
1123,14142.0,372,22,311.81,1,5,3,9,Best Customers
1124,14143.0,133,7,115.8,1,4,2,7,Potential Loyalists
1125,14145.0,46,12,3148.2,2,2,1,5,At Risk
1126,14146.0,8,245,2949.57,4,1,1,6,Potential Loyalists
1127,14147.0,48,6,468.4,1,2,1,4,Lost Customers
1128,14148.0,233,3,157.2,1,5,2,8,Loyal Customers
1129,14149.0,212,40,259.43,1,5,2,8,Loyal Customers
1130,14150.0,35,26,658.64,2,1,1,4,Lost Customers
1131,14152.0,74,50,611.09,1,2,1,4,Lost Customers
1132,14154.0,238,52,1345.62,1,5,2,8,Loyal Customers
1133,14155.0,265,6,118.75,1,5,2,8,Loyal Customers
1134,14156.0,9,1419,114505.32,4,1,1,6,Potential Loyalists
1135,14157.0,19,49,400.43,3,1,1,5,At Risk
1136,14158.0,39,41,507.65999999999997,2,1,1,4,Lost Customers
1137,14159.0,19,1211,4675.93,3,1,1,5,At Risk
1138,14161.0,215,108,1110.52,1,5,2,8,Loyal Customers
1139,14162.0,173,25,289.36,1,5,2,8,Loyal Customers
1140,14163.0,86,52,2445.91,1,3,1,5,At Risk
1141,14164.0,70,29,1631.77,1,2,1,4,Lost Customers
1142,14165.0,275,25,122.53999999999999,1,5,2,8,Loyal Customers
1143,14167.0,38,52,574.84,2,1,1,4,Lost Customers
1144,14171.0,97,58,363.79,1,3,1,5,At Risk
1145,14173.0,10,29,450.84,4,1,1,6,Potential Loyalists
1146,14174.0,32,26,134.46,2,1,1,4,Lost Customers
1147,14175.0,50,164,3108.06,1,2,1,4,Lost Customers
1148,14176.0,296,32,574.0,1,5,2,8,Loyal Customers
1149,14177.0,84,43,554.46,1,3,1,5,At Risk
1150,14178.0,8,325,1600.93,4,1,1,6,Potential Loyalists
1151,14179.0,40,165,719.78,2,1,1,4,Lost Customers
1152,14180.0,10,248,4640.77,4,1,1,6,Potential Loyalists
1153,14184.0,66,24,452.89,1,2,1,4,Lost Customers
1154,14185.0,330,3,197.65,1,5,3,9,Best Customers
1155,14188.0,8,71,2018.91,4,1,1,6,Potential Loyalists
1156,14189.0,1,277,4604.31,5,1,1,7,Potential Loyalists
1157,14191.0,1,263,4660.01,5,1,1,7,Potential Loyalists
1158,14193.0,67,42,853.39,1,2,1,4,Lost Customers
1159,14194.0,4,604,11216.75,5,1,1,7,Potential Loyalists
1160,14195.0,201,8,962.7,1,5,2,8,Loyal Customers
1161,14196.0,106,6,335.52,1,4,2,7,Potential Loyalists
1162,14198.0,3,44,663.5,5,1,1,7,Potential Loyalists
1163,14199.0,217,2,185.39999999999998,1,5,2,8,Loyal Customers
1164,14201.0,59,39,688.04,1,2,1,4,Lost Customers
1165,14204.0,1,44,161.03,5,1,1,7,Potential Loyalists
1166,14205.0,16,38,228.5,3,1,1,5,At Risk
1167,14206.0,238,21,308.26,1,5,2,8,Loyal Customers
1168,14208.0,94,10,151.74,1,3,1,5,At Risk
1169,14209.0,10,88,2067.13,4,1,1,6,Potential Loyalists
1170,14210.0,90,103,1900.89,1,3,1,5,At Risk
1171,14211.0,52,118,2208.3,1,2,1,4,Lost Customers
1172,14212.0,89,9,1070.48,1,3,1,5,At Risk
1174,14214.0,30,70,1000.23,3,1,1,5,At Risk
1175,14215.0,11,109,1777.92,4,1,1,6,Potential Loyalists
1176,14216.0,2,59,1839.3,5,1,1,7,Potential Loyalists
1177,14217.0,1,107,1925.3600000000001,5,1,1,7,Potential Loyalists
1178,14218.0,42,12,169.48000000000002,2,2,1,5,At Risk
1179,14219.0,3,7,89.94,5,1,1,7,Potential Loyalists
1180,14220.0,246,21,632.4,1,5,2,8,Loyal Customers
1181,14221.0,41,194,3427.85,2,1,1,4,Lost Customers
1182,14222.0,176,41,683.17,1,5,2,8,Loyal Customers
1183,14223.0,91,61,975.23,1,3,1,5,At Risk
1184,14224.0,109,118,1050.1200000000001,1,4,2,7,Potential Loyalists
1185,14226.0,28,73,2201.64,3,1,1,5,At Risk
1186,14227.0,25,183,3315.71,3,1,1,5,At Risk
1187,14229.0,51,43,1450.6,1,2,1,4,Lost Customers
1188,14231.0,178,54,822.0600000000001,1,5,2,8,Loyal Customers
1189,14232.0,31,118,2043.93,2,1,1,4,Lost Customers
1190,14233.0,43,36,1447.51,2,2,1,5,At Risk
1191,14234.0,21,159,775.46,3,1,1,5,At Risk
1192,14235.0,9,80,3093.86,4,1,1,6,Potential Loyalists
1193,14236.0,80,15,490.86,1,3,1,5,At Risk
1194,14237.0,372,9,161.0,1,5,3,9,Best Customers
1195,14238.0,325,8,146.85,1,5,3,9,Best Customers
1196,14239.0,42,116,2323.5,2,2,1,5,At Risk
1197,14240.0,29,42,890.34,3,1,1,5,At Risk
1198,14241.0,183,10,213.70000000000002,1,5,2,8,Loyal Customers
1199,14242.0,234,16,280.55,1,5,2,8,Loyal Customers
1200,14243.0,8,148,2535.88,4,1,1,6,Potential Loyalists
1201,14245.0,175,112,1677.48,1,5,2,8,Loyal Customers
1202,14246.0,110,75,1474.06,1,4,2,7,Potential Loyalists
1203,14247.0,277,20,136.77,1,5,2,8,Loyal Customers
1204,14248.0,317,8,302.58,1,5,3,9,Best Customers
1205,14250.0,6,111,1904.05,5,1,1,7,Potential Loyalists
1206,14251.0,1,78,2879.7000000000003,5,1,1,7,Potential Loyalists
1207,14256.0,253,54,935.0600000000001,1,5,2,8,Loyal Customers
1208,14257.0,50,107,3087.27,1,2,1,4,Lost Customers
1209,14258.0,8,112,12650.08,4,1,1,6,Potential Loyalists
1210,14259.0,141,5,120.0,1,4,2,7,Potential Loyalists
1211,14261.0,50,52,1163.45,1,2,1,4,Lost Customers
1212,14262.0,7,143,2618.23,5,1,1,7,Potential Loyalists
1213,14264.0,154,19,319.47,1,5,2,8,Loyal Customers
1214,14267.0,150,66,1279.09,1,5,2,8,Loyal Customers
1215,14270.0,331,29,492.65000000000003,1,5,3,9,Best Customers
1216,14271.0,225,10,112.32000000000001,1,5,2,8,Loyal Customers
1217,14272.0,73,33,437.96,1,2,1,4,Lost Customers
1218,14273.0,50,29,559.97,1,2,1,4,Lost Customers
1219,14276.0,87,75,1019.39,1,3,1,5,At Risk
1220,14277.0,14,227,3921.0,4,1,1,6,Potential Loyalists
1221,14280.0,196,8,134.04,1,5,2,8,Loyal Customers
1222,14282.0,2,156,3729.34,5,1,1,7,Potential Loyalists
1223,14284.0,30,34,578.45,3,1,1,5,At Risk
1224,14285.0,20,27,1910.01,3,1,1,5,At Risk
1225,14286.0,23,285,4595.81,3,1,1,5,At Risk
1226,14287.0,7,10,156.23,5,1,1,7,Potential Loyalists
1227,14288.0,211,17,413.85,1,5,2,8,Loyal Customers
1228,14289.0,8,47,911.26,4,1,1,6,Potential Loyalists
1229,14290.0,10,103,2307.45,4,1,1,6,Potential Loyalists
1230,14291.0,1,238,3873.3,5,1,1,7,Potential Loyalists
1231,14292.0,7,108,4819.33,5,1,1,7,Potential Loyalists
1232,14293.0,2,61,1046.56,5,1,1,7,Potential Loyalists
1233,14295.0,39,6,157.70000000000002,2,1,1,4,Lost Customers
1234,14297.0,17,63,1290.48,3,1,1,5,At Risk
1235,14298.0,2,1640,50862.44,5,1,1,7,Potential Loyalists
1236,14299.0,7,162,2855.35,5,1,1,7,Potential Loyalists
1237,14300.0,18,3,43.2,3,1,1,5,At Risk
1238,14301.0,107,16,632.04,1,4,2,7,Potential Loyalists
1239,14304.0,222,27,197.1,1,5,2,8,Loyal Customers
1240,14305.0,70,110,1803.76,1,2,1,4,Lost Customers
1241,14306.0,50,35,2083.42,1,2,1,4,Lost Customers
1242,14307.0,88,180,2995.72,1,3,1,5,At Risk
1243,14309.0,7,123,2319.68,5,1,1,7,Potential Loyalists
1244,14311.0,224,27,229.71,1,5,2,8,Loyal Customers
1245,14312.0,46,87,1611.59,2,2,1,5,At Risk
1246,14314.0,106,8,120.0,1,4,2,7,Potential Loyalists
1247,14315.0,20,104,2456.98,3,1,1,5,At Risk
1248,14317.0,64,24,508.58,1,2,1,4,Lost Customers
1249,14320.0,206,42,343.11,1,5,2,8,Loyal Customers
1250,14321.0,10,123,1530.75,4,1,1,6,Potential Loyalists
1251,14323.0,114,41,574.26,1,4,2,7,Potential Loyalists
1252,14326.0,234,9,166.85,1,5,2,8,Loyal Customers
1253,14327.0,162,12,311.65,1,5,2,8,Loyal Customers
1254,14329.0,8,269,4928.74,4,1,1,6,Potential Loyalists
1255,14331.0,123,28,462.65999999999997,1,4,2,7,Potential Loyalists
1256,14332.0,22,26,866.3100000000001,3,1,1,5,At Risk
1257,14333.0,63,19,351.45,1,2,1,4,Lost Customers
1258,14334.0,16,163,2539.46,3,1,1,5,At Risk
1259,14335.0,15,63,468.26,3,1,1,5,At Risk
1260,14336.0,16,90,1614.91,3,1,1,5,At Risk
1261,14338.0,157,34,554.22,1,5,2,8,Loyal Customers
1262,14339.0,234,17,293.73,1,5,2,8,Loyal Customers
1263,14340.0,218,6,134.7,1,5,2,8,Loyal Customers
1264,14341.0,44,130,2166.38,2,2,1,5,At Risk
1265,14342.0,20,23,608.71,3,1,1,5,At Risk
1266,14344.0,126,71,889.9300000000001,1,4,2,7,Potential Loyalists
1267,14345.0,38,6,108.97999999999999,2,1,1,4,Lost Customers
1268,14346.0,120,60,1021.58,1,4,2,7,Potential Loyalists
1269,14348.0,259,18,409.57,1,5,2,8,Loyal Customers
1270,14349.0,9,31,133.5,4,1,1,6,Potential Loyalists
1271,14350.0,270,21,258.7,1,5,2,8,Loyal Customers
1272,14351.0,164,1,51.0,1,5,2,8,Loyal Customers
1273,14352.0,156,47,1078.96,1,5,2,8,Loyal Customers
1274,14353.0,214,6,90.6,1,5,2,8,Loyal Customers
1275,14354.0,5,9,163.62,5,1,1,7,Potential Loyalists
1276,14355.0,365,11,174.4,1,5,3,9,Best Customers
1277,14356.0,59,38,666.9399999999999,1,2,1,4,Lost Customers
1278,14357.0,42,41,225.77,2,2,1,5,At Risk
1279,14359.0,18,58,882.58,3,1,1,5,At Risk
1280,14360.0,31,118,2128.23,2,1,1,4,Lost Customers
1281,14362.0,21,41,161.2,3,1,1,5,At Risk
1282,14364.0,108,69,3717.35,1,4,2,7,Potential Loyalists
1283,14367.0,7,533,9167.82,5,1,1,7,Potential Loyalists
1284,14368.0,319,8,155.0,1,5,3,9,Best Customers
1285,14371.0,294,4,100.5,1,5,2,8,Loyal Customers
1286,14373.0,357,4,76.55,1,5,3,9,Best Customers
1287,14375.0,184,75,257.68,1,5,2,8,Loyal Customers
1288,14377.0,190,11,617.05,1,5,2,8,Loyal Customers
1289,14379.0,43,46,348.1,2,2,1,5,At Risk
1290,14381.0,51,56,202.68,1,2,1,4,Lost Customers
1291,14382.0,25,131,626.07,3,1,1,5,At Risk
1292,14383.0,37,59,1247.69,2,1,1,4,Lost Customers
1293,14385.0,8,14,202.10999999999999,4,1,1,6,Potential Loyalists
1294,14386.0,296,7,142.4,1,5,2,8,Loyal Customers
1295,14387.0,32,140,1770.56,2,1,1,4,Lost Customers
1296,14388.0,8,191,3172.04,4,1,1,6,Potential Loyalists
1297,14389.0,8,62,999.72,4,1,1,6,Potential Loyalists
1298,14390.0,9,291,4592.47,4,1,1,6,Potential Loyalists
1299,14393.0,217,5,67.95,1,5,2,8,Loyal Customers
1300,14395.0,1,353,3471.91,5,1,1,7,Potential Loyalists
1301,14396.0,64,73,487.99,1,2,1,4,Lost Customers
1302,14397.0,0,95,2556.68,5,1,1,7,Potential Loyalists
1303,14400.0,140,26,559.7,1,4,2,7,Potential Loyalists
1304,14401.0,3,183,4039.98,5,1,1,7,Potential Loyalists
1305,14403.0,129,26,1426.31,1,4,2,7,Potential Loyalists
1306,14404.0,33,104,1434.72,2,1,1,4,Lost Customers
1307,14406.0,118,8,156.75,1,4,2,7,Potential Loyalists
1308,14407.0,106,75,2096.08,1,4,2,7,Potential Loyalists
1309,14408.0,10,107,2606.53,4,1,1,6,Potential Loyalists
1310,14409.0,70,55,1908.25,1,2,1,4,Lost Customers
1311,14410.0,15,285,590.3,3,1,1,5,At Risk
1312,14411.0,310,14,1063.0,1,5,3,9,Best Customers
1313,14412.0,34,45,761.3299999999999,2,1,1,4,Lost Customers
1314,14413.0,361,23,122.7,1,5,3,9,Best Customers
1315,14414.0,91,98,1485.1299999999999,1,3,1,5,At Risk
1316,14415.0,0,612,5811.56,5,1,1,7,Potential Loyalists
1317,14416.0,21,14,490.22,3,1,1,5,At Risk
1318,14418.0,3,124,1937.25,5,1,1,7,Potential Loyalists
1319,14419.0,10,206,1058.06,4,1,1,6,Potential Loyalists
1320,14420.0,84,30,385.87,1,3,1,5,At Risk
1321,14421.0,56,27,813.11,1,2,1,4,Lost Customers
1322,14422.0,0,222,4263.64,5,1,1,7,Potential Loyalists
1323,14423.0,217,3,265.2,1,5,2,8,Loyal Customers
1324,14424.0,17,1,322.08,3,1,1,5,At Risk
1325,14426.0,18,264,3918.9,3,1,1,5,At Risk
1326,14427.0,49,17,363.34000000000003,1,2,1,4,Lost Customers
1327,14428.0,6,148,1230.14,5,1,1,7,Potential Loyalists
1328,14431.0,298,22,397.76000000000005,1,5,2,8,Loyal Customers
1329,14432.0,9,382,2255.51,4,1,1,6,Potential Loyalists
1330,14434.0,21,12,1372.8,3,1,1,5,At Risk
1331,14436.0,98,9,89.06,1,3,1,5,At Risk
1332,14437.0,365,5,63.0,1,5,3,9,Best Customers
1333,14438.0,305,9,131.9,1,5,3,9,Best Customers
1334,14440.0,7,55,2357.68,5,1,1,7,Potential Loyalists
1335,14441.0,0,59,1545.14,5,1,1,7,Potential Loyalists
1336,14443.0,53,98,1400.88,1,2,1,4,Lost Customers
1337,14446.0,0,292,1034.78,5,1,1,7,Potential Loyalists
1338,14447.0,18,70,1163.23,3,1,1,5,At Risk
1339,14448.0,8,20,375.35,4,1,1,6,Potential Loyalists
1340,14449.0,18,258,907.1,3,1,1,5,At Risk
1341,14450.0,180,40,483.25,1,5,2,8,Loyal Customers
1342,14451.0,59,109,662.59,1,2,1,4,Lost Customers
1343,14452.0,10,62,264.44,4,1,1,6,Potential Loyalists
1344,14453.0,189,22,119.93,1,5,2,8,Loyal Customers
1345,14456.0,4,974,3045.92,5,1,1,7,Potential Loyalists
1346,14457.0,310,4,113.64,1,5,3,9,Best Customers
1347,14459.0,154,37,1837.92,1,5,2,8,Loyal Customers
1348,14460.0,109,17,383.34,1,4,2,7,Potential Loyalists
1349,14461.0,147,179,2102.67,1,4,2,7,Potential Loyalists
1350,14462.0,63,244,1965.9,1,2,1,4,Lost Customers
1351,14463.0,97,6,529.62,1,3,1,5,At Risk
1352,14465.0,246,130,1058.6200000000001,1,5,2,8,Loyal Customers
1353,14466.0,28,72,2272.4,3,1,1,5,At Risk
1354,14467.0,17,90,598.76,3,1,1,5,At Risk
1355,14470.0,11,43,461.19,4,1,1,6,Potential Loyalists
1356,14472.0,103,281,1936.84,1,4,2,7,Potential Loyalists
1357,14473.0,73,7,234.34,1,2,1,4,Lost Customers
1358,14474.0,42,30,537.71,2,2,1,5,At Risk
1359,14475.0,71,47,799.82,1,2,1,4,Lost Customers
1360,14476.0,256,19,215.7,1,5,2,8,Loyal Customers
1361,14477.0,19,11,1307.81,3,1,1,5,At Risk
1362,14479.0,253,18,316.25,1,5,2,8,Loyal Customers
1363,14480.0,10,13,279.05,4,1,1,6,Potential Loyalists
1364,14481.0,164,30,636.51,1,5,2,8,Loyal Customers
1365,14482.0,17,144,2068.15,3,1,1,5,At Risk
1366,14483.0,149,10,129.20000000000002,1,4,2,7,Potential Loyalists
1367,14484.0,49,14,321.92,1,2,1,4,Lost Customers
1368,14485.0,38,47,165.75,2,1,1,4,Lost Customers
1369,14487.0,26,145,1183.58,3,1,1,5,At Risk
1370,14488.0,50,49,1047.43,1,2,1,4,Lost Customers
1371,14489.0,206,30,463.38,1,5,2,8,Loyal Customers
1372,14491.0,174,17,340.93,1,5,2,8,Loyal Customers
1373,14493.0,6,123,2362.84,5,1,1,7,Potential Loyalists
1374,14494.0,25,7,139.56,3,1,1,5,At Risk
1375,14495.0,50,6,123.8,1,2,1,4,Lost Customers
1376,14496.0,311,19,538.8100000000001,1,5,3,9,Best Customers
1377,14497.0,300,31,457.47,1,5,3,9,Best Customers
1378,14498.0,42,193,1957.32,2,2,1,5,At Risk
1379,14499.0,25,194,815.32,3,1,1,5,At Risk
1380,14500.0,87,7,356.85,1,3,1,5,At Risk
1381,14501.0,63,12,190.31,1,2,1,4,Lost Customers
1382,14502.0,19,630,2347.98,3,1,1,5,At Risk
1383,14503.0,2,164,3543.26,5,1,1,7,Potential Loyalists
1384,14504.0,46,107,673.26,2,2,1,5,At Risk
1385,14505.0,16,803,5818.7,3,1,1,5,At Risk
1386,14506.0,16,316,2012.17,3,1,1,5,At Risk
1387,14507.0,23,98,1368.18,3,1,1,5,At Risk
1388,14508.0,21,57,276.42,3,1,1,5,At Risk
1389,14511.0,10,71,1267.41,4,1,1,6,Potential Loyalists
1390,14512.0,187,23,275.28,1,5,2,8,Loyal Customers
1391,14513.0,100,18,438.49,1,3,2,6,Potential Loyalists
1392,14514.0,60,73,1055.35,1,2,1,4,Lost Customers
1393,14515.0,17,101,2102.09,3,1,1,5,At Risk
1394,14517.0,32,18,330.45,2,1,1,4,Lost Customers
1395,14518.0,63,16,174.37,1,2,1,4,Lost Customers
1396,14520.0,1,4,270.6,5,1,1,7,Potential Loyalists
1397,14522.0,23,17,974.54,3,1,1,5,At Risk
1398,14523.0,107,12,241.09,1,4,2,7,Potential Loyalists
1399,14524.0,31,203,1867.68,2,1,1,4,Lost Customers
1400,14525.0,8,297,4266.37,4,1,1,6,Potential Loyalists
1401,14527.0,2,974,8479.22,5,1,1,7,Potential Loyalists
1402,14528.0,36,18,364.21999999999997,2,1,1,4,Lost Customers
1403,14529.0,59,229,620.04,1,2,1,4,Lost Customers
1404,14530.0,25,216,2925.91,3,1,1,5,At Risk
1405,14532.0,235,64,932.85,1,5,2,8,Loyal Customers
1406,14533.0,24,65,1812.62,3,1,1,5,At Risk
1407,14534.0,2,557,4073.7000000000003,5,1,1,7,Potential Loyalists
1408,14535.0,58,333,2841.09,1,2,1,4,Lost Customers
1409,14536.0,259,19,171.8,1,5,2,8,Loyal Customers
1410,14537.0,57,10,355.56,1,2,1,4,Lost Customers
1411,14538.0,64,19,388.25,1,2,1,4,Lost Customers
1412,14539.0,15,32,537.48,3,1,1,5,At Risk
1413,14540.0,9,76,996.26,4,1,1,6,Potential Loyalists
1414,14541.0,58,111,1461.65,1,2,1,4,Lost Customers
1415,14542.0,185,5,103.25,1,5,2,8,Loyal Customers
1416,14543.0,3,100,2945.22,5,1,1,7,Potential Loyalists
1417,14544.0,23,114,2024.45,3,1,1,5,At Risk
1418,14546.0,3,417,2487.02,5,1,1,7,Potential Loyalists
1419,14547.0,3,367,3986.7400000000002,5,1,1,7,Potential Loyalists
1420,14548.0,150,4,652.8,1,5,2,8,Loyal Customers
1421,14549.0,310,56,289.24,1,5,3,9,Best Customers
1422,14550.0,10,48,765.62,4,1,1,6,Potential Loyalists
1423,14551.0,17,10,186.23,3,1,1,5,At Risk
1424,14552.0,151,58,165.07,1,5,2,8,Loyal Customers
1425,14553.0,18,113,859.27,3,1,1,5,At Risk
1426,14554.0,9,216,2381.04,4,1,1,6,Potential Loyalists
1427,14555.0,56,21,324.14,1,2,1,4,Lost Customers
1429,14560.0,6,76,2174.18,5,1,1,7,Potential Loyalists
1430,14561.0,75,69,1080.76,1,3,1,5,At Risk
1431,14562.0,3,445,4715.52,5,1,1,7,Potential Loyalists
1432,14565.0,95,129,3073.77,1,3,1,5,At Risk
1433,14567.0,34,34,1524.46,2,1,1,4,Lost Customers
1434,14569.0,0,12,227.39,5,1,1,7,Potential Loyalists
1435,14570.0,280,28,217.21,1,5,2,8,Loyal Customers
1436,14572.0,2,273,2803.69,5,1,1,7,Potential Loyalists
1437,14573.0,179,241,1603.72,1,5,2,8,Loyal Customers
1438,14576.0,371,1,35.400000000000006,1,5,3,9,Best Customers
1439,14577.0,12,123,859.71,4,1,1,6,Potential Loyalists
1440,14578.0,2,24,168.63,5,1,1,7,Potential Loyalists
1441,14581.0,16,17,138.6,3,1,1,5,At Risk
1442,14582.0,40,6,114.11,2,1,1,4,Lost Customers
1443,14583.0,5,330,1052.55,5,1,1,7,Potential Loyalists
1444,14584.0,168,101,1029.26,1,5,2,8,Loyal Customers
1445,14585.0,49,29,157.05,1,2,1,4,Lost Customers
1446,14586.0,226,27,134.16,1,5,2,8,Loyal Customers
1447,14587.0,18,384,1598.24,3,1,1,5,At Risk
1448,14589.0,371,3,39.75,1,5,3,9,Best Customers
1449,14591.0,14,197,1447.14,4,1,1,6,Potential Loyalists
1450,14592.0,34,164,570.46,2,1,1,4,Lost Customers
1451,14593.0,21,152,617.99,3,1,1,5,At Risk
1452,14594.0,6,53,379.83,5,1,1,7,Potential Loyalists
1453,14595.0,19,102,1740.6,3,1,1,5,At Risk
1454,14597.0,10,55,883.15,4,1,1,6,Potential Loyalists
1455,14598.0,43,50,221.97,2,2,1,5,At Risk
1456,14600.0,305,25,393.33000000000004,1,5,3,9,Best Customers
1457,14601.0,10,7,213.96,4,1,1,6,Potential Loyalists
1458,14603.0,274,2,660.0,1,5,2,8,Loyal Customers
1459,14606.0,0,2778,11567.1,5,1,1,7,Potential Loyalists
1460,14607.0,15,106,9793.1,3,1,1,5,At Risk
1461,14608.0,3,20,1785.15,5,1,1,7,Potential Loyalists
1462,14609.0,71,4,601.56,1,2,1,4,Lost Customers
1463,14616.0,242,3,406.08000000000004,1,5,2,8,Loyal Customers
1464,14618.0,8,17,538.59,4,1,1,6,Potential Loyalists
1465,14619.0,238,22,379.51,1,5,2,8,Loyal Customers
1466,14620.0,203,30,393.28000000000003,1,5,2,8,Loyal Customers
1467,14621.0,0,96,1765.76,5,1,1,7,Potential Loyalists
1468,14622.0,184,21,320.58000000000004,1,5,2,8,Loyal Customers
1469,14623.0,31,134,864.6700000000001,2,1,1,4,Lost Customers
1470,14624.0,56,13,225.85,1,2,1,4,Lost Customers
1471,14625.0,184,57,848.48,1,5,2,8,Loyal Customers
1472,14626.0,8,126,2757.07,4,1,1,6,Potential Loyalists
1474,14628.0,90,24,671.96,1,3,1,5,At Risk
1475,14629.0,3,153,939.21,5,1,1,7,Potential Loyalists
1476,14631.0,50,41,1006.98,1,2,1,4,Lost Customers
1477,14632.0,262,8,114.56,1,5,2,8,Loyal Customers
